city,lat,lng,country,iso3,local_name,population,continent
Gonzales,29.5126,-97.4472,United States,USA,Texas,7533.0,North America
Royalton,43.1522,-78.5434,United States,USA,New York,7532.0,North America
Zanè,45.7167,11.4667,Italy,ITA,Veneto,6661.0,Europe
Brecknock,40.1977,-76.027,United States,USA,Pennsylvania,7531.0,North America
Pikeville,37.4807,-82.5262,United States,USA,Kentucky,7531.0,North America
Teteles de Avila Castillo,19.85,-97.45,Mexico,MEX,Puebla,5869.0,North America
Fehring,46.9364,16.0106,Austria,AUT,Steiermark,7284.0,Europe
Himberg,48.0667,16.4333,Austria,AUT,Niederösterreich,7375.0,Europe
Chauray,46.3606,-0.3772,France,FRA,Nouvelle-Aquitaine,7044.0,Europe
Baurci,46.0939,28.6758,Moldova,MDA,Găgăuzia,7463.0,Europe
Haddon Heights,39.8791,-75.0645,United States,USA,New Jersey,7529.0,North America
Page,36.9426,-111.5071,United States,USA,Arizona,7529.0,North America
Maripí,5.5489,-74.0067,Colombia,COL,Boyacá,7480.0,South America
Bindlach,49.9811,11.6114,Germany,DEU,Bavaria,7333.0,Europe
Saint-André-de-la-Roche,43.74,7.2878,France,FRA,Provence-Alpes-Côte d’Azur,5577.0,Europe
Ortenburg,48.5455,13.2183,Germany,DEU,Bavaria,7405.0,Europe
North Hanover,40.0799,-74.5869,United States,USA,New Jersey,7526.0,North America
Phu Kradueng,16.8842,101.8847,Thailand,THA,Loei,7491.0,Asia
La Ferté-Saint-Aubin,47.7172,1.9414,France,FRA,Centre-Val de Loire,7437.0,Europe
Fairfax,37.9886,-122.5952,United States,USA,California,7522.0,North America
Dummerstorf,54.0167,12.2167,Germany,DEU,Mecklenburg-Western Pomerania,7459.0,Europe
Abtsgmünd,48.8942,10.0039,Germany,DEU,Baden-Württemberg,7417.0,Europe
Dumbrăveni,46.2275,24.5758,Romania,ROU,Sibiu,7388.0,Europe
Königsee,50.6613,11.0974,Germany,DEU,Thuringia,7448.0,Europe
Longpont-sur-Orge,48.6428,2.2917,France,FRA,Île-de-France,6277.0,Europe
Albbruck,47.5892,8.1292,Germany,DEU,Baden-Württemberg,7335.0,Europe
Zlatna,46.1589,23.2211,Romania,ROU,Alba,7490.0,Europe
Drvar,44.3739,16.3808,Bosnia And Herzegovina,BIH,"Bosnia and Herzegovina, Federation of",7506.0,Europe
Corte,42.3056,9.1506,France,FRA,Corsica,7468.0,Europe
Yreka,41.7292,-122.6312,United States,USA,California,7518.0,North America
Benton,38.011,-88.9179,United States,USA,Illinois,7518.0,North America
Norwich,42.5333,-75.5227,United States,USA,New York,7518.0,North America
Peseux,46.9955,6.8895,Switzerland,CHE,Neuchâtel,5809.0,Europe
Marengo,42.2312,-88.6153,United States,USA,Illinois,7517.0,North America
Louiseville,46.25,-72.95,Canada,CAN,Quebec,7517.0,North America
Laje de Muriaé,-21.2058,-42.1228,Brazil,BRA,Rio de Janeiro,7487.0,South America
Douar Brarba,34.45,-4.2972,Morocco,MAR,Fès-Meknès,7429.0,Africa
Felizburgo,-16.6389,-40.7608,Brazil,BRA,Minas Gerais,7504.0,South America
Slavkov u Brna,49.1533,16.8765,Czechia,CZE,Jihomoravský Kraj,7045.0,Europe
Bad Goisern,47.6417,13.6167,Austria,AUT,Oberösterreich,7450.0,Europe
Stonehouse,55.6968,-3.9824,United Kingdom,GBR,South Lanarkshire,7500.0,Europe
Fairlawn,41.127,-81.6215,United States,USA,Ohio,7514.0,North America
Williamstown,42.6848,-73.2284,United States,USA,Massachusetts,7514.0,North America
Goioxim,-25.195,-51.9928,Brazil,BRA,Paraná,7503.0,South America
Bischofswiesen,47.6494,12.9639,Germany,DEU,Bavaria,7394.0,Europe
Robinson,39.0089,-87.7333,United States,USA,Illinois,7513.0,North America
São João Batista do Glória,-20.6408,-46.5058,Brazil,BRA,Minas Gerais,7498.0,South America
Pieve di Cento,44.7131,11.3083,Italy,ITA,Emilia-Romagna,7068.0,Europe
El Centenario,24.1025,-110.4144,Mexico,MEX,Baja California Sur,6068.0,North America
Bernolákovo,48.1992,17.3003,Slovakia,SVK,Bratislavský,7255.0,Europe
Adassil,31.1,-8.4833,Morocco,MAR,Marrakech-Safi,7454.0,Africa
Saintry-sur-Seine,48.5908,2.4969,France,FRA,Île-de-France,5758.0,Europe
Crozon,48.2453,-4.4889,France,FRA,Bretagne,7415.0,Europe
Trombudo Central,-27.2989,-49.79,Brazil,BRA,Santa Catarina,7434.0,South America
Tyrone,33.4753,-84.5941,United States,USA,Georgia,7506.0,North America
Chesterfield,40.1165,-74.6459,United States,USA,New Jersey,7506.0,North America
Castlemaine,-37.0636,144.2172,Australia,AUS,Victoria,6757.0,Oceania
Chibougamau,49.9167,-74.3667,Canada,CAN,Quebec,7504.0,North America
Alpercata,-18.9739,-41.97,Brazil,BRA,Minas Gerais,7497.0,South America
Swaffham,52.6529,0.6843,United Kingdom,GBR,Norfolk,7258.0,Europe
North Star,39.755,-75.7331,United States,USA,Delaware,7503.0,North America
Nole,45.25,7.5833,Italy,ITA,Piedmont,6895.0,Europe
Purcell,35.018,-97.3747,United States,USA,Oklahoma,7502.0,North America
Lowell,42.9351,-85.3457,United States,USA,Michigan,7501.0,North America
Lambsheim,49.5133,8.2875,Germany,DEU,Rhineland-Palatinate,6955.0,Europe
Landen,39.3153,-84.277,United States,USA,Ohio,7500.0,North America
San Isidro,9.9369,126.0886,Philippines,PHL,Surigao del Norte,7325.0,Asia
Canicattini Bagni,37.0333,15.0667,Italy,ITA,Sicilia,7032.0,Europe
Sparanise,41.1833,14.1,Italy,ITA,Campania,7376.0,Europe
Vohenstrauß,49.6167,12.3333,Germany,DEU,Bavaria,7398.0,Europe
Tazoult,30.8075,-7.7883,Morocco,MAR,Souss-Massa,7465.0,Africa
Saint-Ismier,45.2486,5.8269,France,FRA,Auvergne-Rhône-Alpes,7026.0,Europe
Miranda do Douro,41.5,-6.2667,Portugal,PRT,Bragança,7482.0,Europe
Birkenfeld,49.65,7.1833,Germany,DEU,Rhineland-Palatinate,6984.0,Europe
Villarejo de Salvanés,40.1833,-3.3167,Spain,ESP,Madrid,7433.0,Europe
Curarrehue,-39.35,-71.5833,Chile,CHL,Araucanía,7489.0,South America
Longiano,44.0833,12.3333,Italy,ITA,Emilia-Romagna,7190.0,Europe
Maracajá,-28.8469,-49.4528,Brazil,BRA,Santa Catarina,7378.0,South America
Haslach im Kinzigtal,48.2778,8.0869,Germany,DEU,Baden-Württemberg,7114.0,Europe
Dos Palos,36.9854,-120.6336,United States,USA,California,7494.0,North America
Saint-Juéry,43.9486,2.2094,France,FRA,Occitanie,6760.0,Europe
Châteaubourg,48.1111,-1.4033,France,FRA,Bretagne,7240.0,Europe
Loreto Aprutino,42.4347,13.9836,Italy,ITA,Abruzzo,7369.0,Europe
Vimperk,49.0525,13.7743,Czechia,CZE,Jihočeský Kraj,7400.0,Europe
Šahy,48.0667,18.9667,Slovakia,SVK,Nitriansky,7321.0,Europe
Valverde de la Virgen,42.5667,-5.6833,Spain,ESP,Castille-Leon,7377.0,Europe
Aylmer,42.7667,-80.9833,Canada,CAN,Ontario,7492.0,North America
Irajuba,-13.2508,-40.0839,Brazil,BRA,Bahia,7472.0,South America
Louvroil,50.265,3.96,France,FRA,Hauts-de-France,6405.0,Europe
Campo Belo do Sul,-27.8989,-50.7608,Brazil,BRA,Santa Catarina,7483.0,South America
Peqin,41.05,19.75,Albania,ALB,Elbasan,6353.0,Europe
Tafetachte,31.5853,-9.2519,Morocco,MAR,Marrakech-Safi,7293.0,Africa
Park Street,51.722,-0.339,United Kingdom,GBR,Hertfordshire,6781.0,Europe
Oceano,35.1019,-120.609,United States,USA,California,7487.0,North America
Kirgiz-Miyaki,53.6345,54.8008,Russia,RUS,Bashkortostan,7473.0,Europe
Napajedla,49.1716,17.512,Czechia,CZE,Zlínský Kraj,7127.0,Europe
Fairfield,40.8828,-74.3041,United States,USA,New Jersey,7486.0,North America
Großmehring,48.7667,11.5331,Germany,DEU,Bavaria,7207.0,Europe
Krasnokutsk,50.0567,35.1492,Ukraine,UKR,Kharkivs’ka Oblast’,7455.0,Europe
Volta Mantovana,45.3194,10.6594,Italy,ITA,Lombardy,7339.0,Europe
Nová Baňa,48.4267,18.6394,Slovakia,SVK,Banskobystrický,7364.0,Europe
Piikkiö,60.425,22.5167,Finland,FIN,Varsinais-Suomi,7402.0,Europe
Asbach,50.6667,7.4258,Germany,DEU,Rhineland-Palatinate,7295.0,Europe
Homberg,50.7333,9.0,Germany,DEU,Hesse,7400.0,Europe
Sappington,38.526,-90.373,United States,USA,Missouri,7484.0,North America
Maurice River,39.3057,-74.9349,United States,USA,New Jersey,7484.0,North America
Torregrotta,38.2,15.35,Italy,ITA,Sicilia,7403.0,Europe
Serranópolis,-18.3058,-51.9619,Brazil,BRA,Goiás,7481.0,South America
Breña Alta,28.6333,-17.7667,Spain,ESP,Canary Islands,7247.0,Europe
Paimpol,48.7778,-3.0464,France,FRA,Bretagne,7178.0,Europe
Malchin,53.7333,12.7833,Germany,DEU,Mecklenburg-Western Pomerania,7403.0,Europe
Blaxland,-33.7453,150.6175,Australia,AUS,New South Wales,7451.0,Oceania
Killī,36.1103,36.6939,Syria,SYR,Idlib,7157.0,Asia
Askawn,30.7687,-7.7729,Morocco,MAR,Souss-Massa,7458.0,Africa
Chōnan,35.3867,140.2372,Japan,JPN,Chiba,7368.0,Asia
Bilisht,40.6275,20.99,Albania,ALB,Korçë,7114.0,Europe
São José da Barra,-20.7178,-46.3108,Brazil,BRA,Minas Gerais,7480.0,South America
Brugine,45.3,11.9925,Italy,ITA,Veneto,7116.0,Europe
Taznakht,30.5736,-7.2028,Morocco,MAR,Drâa-Tafilalet,7281.0,Africa
McCordsville,39.8967,-85.9209,United States,USA,Indiana,7479.0,North America
Librazhd,41.1833,20.3167,Albania,ALB,Elbasan,6937.0,Europe
Sovetsk,53.9333,37.6333,Russia,RUS,Tul’skaya Oblast’,7405.0,Europe
Le Péage-de-Roussillon,45.3731,4.7975,France,FRA,Auvergne-Rhône-Alpes,6588.0,Europe
Jurançon,43.2872,-0.3881,France,FRA,Nouvelle-Aquitaine,7098.0,Europe
Silvis,41.4976,-90.4101,United States,USA,Illinois,7475.0,North America
Kampong Mata Mata,4.9017,114.8958,Brunei,BRN,Brunei and Muara,6126.0,Asia
Bilton,52.3594,-1.29,United Kingdom,GBR,Warwickshire,6175.0,Europe
Newport,35.6234,-91.2322,United States,USA,Arkansas,7474.0,North America
Anna Paulowna,52.85,4.8167,Netherlands,NLD,Noord-Holland,7380.0,Europe
Southwood Acres,41.961,-72.5719,United States,USA,Connecticut,7473.0,North America
Friedrichroda,50.8575,10.5651,Germany,DEU,Thuringia,7275.0,Europe
Mount Shasta,41.3206,-122.315,United States,USA,California,7472.0,North America
San Marco Argentano,39.55,16.1167,Italy,ITA,Calabria,7380.0,Europe
Salair,54.2333,85.8,Russia,RUS,Kemerovskaya Oblast’,7452.0,Europe
Kirillov,59.8667,38.3833,Russia,RUS,Vologodskaya Oblast’,7468.0,Europe
Buttapietra,45.35,10.9333,Italy,ITA,Veneto,7062.0,Europe
West Brandywine,40.0413,-75.8121,United States,USA,Pennsylvania,7470.0,North America
Ojai,34.4487,-119.2469,United States,USA,California,7470.0,North America
South Berwick,43.2388,-70.7478,United States,USA,Maine,7470.0,North America
Albuñol,36.8,-3.2,Spain,ESP,Andalusia,7353.0,Europe
Križ,45.65,16.5167,Croatia,HRV,Zagrebačka Županija,7406.0,Europe
Monticello,41.6522,-74.6876,United States,USA,New York,7468.0,North America
Lennox Head,-28.7983,153.5844,Australia,AUS,New South Wales,6407.0,Oceania
Alstahaug,65.9567,12.5728,Norway,NOR,Nordland,7447.0,Europe
Douar Oulad Boussaken,32.5703,-8.1217,Morocco,MAR,Casablanca-Settat,7390.0,Africa
Francisco León,17.3167,-93.25,Mexico,MEX,Chiapas,7430.0,North America
Guatapará,-21.4967,-48.0378,Brazil,BRA,São Paulo,7446.0,South America
Chã Preta,-9.255,-36.2958,Brazil,BRA,Alagoas,7427.0,South America
Nisa,39.5167,-7.65,Portugal,PRT,Portalegre,7450.0,Europe
Ra-ngae,6.2942,101.7238,Thailand,THA,Narathiwat,7266.0,Asia
Lahouarta,32.9139,-7.7019,Morocco,MAR,Casablanca-Settat,7394.0,Africa
Smithfield,41.0198,-75.1359,United States,USA,Pennsylvania,7462.0,North America
Delson,45.37,-73.55,Canada,CAN,Quebec,7462.0,North America
Villa Hills,39.0656,-84.595,United States,USA,Kentucky,7461.0,North America
South Heidelberg,40.3122,-76.0969,United States,USA,Pennsylvania,7461.0,North America
Radeburg,51.2125,13.7256,Germany,DEU,Saxony,7325.0,Europe
Montblanch,41.3764,1.1639,Spain,ESP,Catalonia,7379.0,Europe
St. Gabriel,30.2537,-91.1013,United States,USA,Louisiana,7460.0,North America
Píllaro,-1.1667,-78.5333,Ecuador,ECU,Tungurahua,7444.0,South America
San Emilio,17.2333,120.6167,Philippines,PHL,Ilocos Sur,7407.0,Asia
Bidart,43.4369,-1.5931,France,FRA,Nouvelle-Aquitaine,6892.0,Europe
Almodôvar,37.5114,-8.0603,Portugal,PRT,Beja,7449.0,Europe
Tito,40.5833,15.6833,Italy,ITA,Basilicata,7355.0,Europe
Lander,42.8313,-108.7599,United States,USA,Wyoming,7458.0,North America
Trstená,49.3667,19.6167,Slovakia,SVK,Žilinský,7368.0,Europe
Palmer,61.5971,-149.1147,United States,USA,Alaska,7456.0,North America
Wabern,51.1,9.3333,Germany,DEU,Hesse,7313.0,Europe
Sheringham,52.94,1.213,United Kingdom,GBR,Norfolk,7367.0,Europe
Itacajá,-8.3919,-47.7678,Brazil,BRA,Tocantins,7452.0,South America
Dock Junction,31.2031,-81.5156,United States,USA,Georgia,7454.0,North America
Otterndorf,53.8081,8.8997,Germany,DEU,Lower Saxony,7238.0,Europe
Nădlac,46.1667,20.75,Romania,ROU,Arad,7398.0,Europe
Pelinia,47.8758,27.8314,Moldova,MDA,Rîşcani,7394.0,Europe
Bomaderry,-34.848,150.605,Australia,AUS,New South Wales,6661.0,Oceania
Poviglio,44.8333,10.55,Italy,ITA,Emilia-Romagna,7285.0,Europe
Thung Fon,17.4722,103.2626,Thailand,THA,Udon Thani,7343.0,Asia
Ten Boer,53.2833,6.6833,Netherlands,NLD,Groningen,7292.0,Europe
Moravské Budějovice,49.0521,15.8087,Czechia,CZE,Vysočina,7256.0,Europe
Sevenum,51.4167,6.0333,Netherlands,NLD,Limburg,7234.0,Europe
Techirghiol,44.0575,28.5958,Romania,ROU,Constanţa,7292.0,Europe
Amara,44.62,27.32,Romania,ROU,Ialomiţa,7345.0,Europe
Kottmarsdorf,51.0108,14.6558,Germany,DEU,Saxony,7295.0,Europe
Keystone Heights,29.7812,-82.034,United States,USA,Florida,7449.0,North America
Balestrate,38.0513,13.0072,Italy,ITA,Sicilia,6446.0,Europe
West Cocalico,40.2658,-76.163,United States,USA,Pennsylvania,7448.0,North America
Haapajärvi,63.7486,25.3181,Finland,FIN,Pohjois-Pohjanmaa,7438.0,Europe
Ceriano Laghetto,45.6333,9.0833,Italy,ITA,Lombardy,6526.0,Europe
Benacazón,37.35,-6.1833,Spain,ESP,Andalusia,7222.0,Europe
Lenti,46.6236,16.5458,Hungary,HUN,Zala,7348.0,Europe
Begas,41.3319,1.9228,Spain,ESP,Catalonia,7300.0,Europe
Braunton,51.11,-4.162,United Kingdom,GBR,Devon,7353.0,Europe
Tsarychanka,48.9432,34.4748,Ukraine,UKR,Dnipropetrovs’ka Oblast’,7415.0,Europe
Altaneira,-7.0019,-39.7408,Brazil,BRA,Ceará,7344.0,South America
Bain-de-Bretagne,47.8422,-1.6819,France,FRA,Bretagne,7331.0,Europe
Legden,52.0331,7.0997,Germany,DEU,North Rhine-Westphalia,7314.0,Europe
Sidi ’Allal al Mçader,33.8897,-6.1503,Morocco,MAR,Rabat-Salé-Kénitra,7366.0,Africa
Pordic,48.5703,-2.8171,France,FRA,Bretagne,7228.0,Europe
Douar Tassift,35.5099,-5.2263,Morocco,MAR,Tanger-Tétouan-Al Hoceïma,7363.0,Africa
Gundelsheim,49.2833,9.1667,Germany,DEU,Baden-Württemberg,7254.0,Europe
Carhaix-Plouguer,48.2758,-3.5744,France,FRA,Bretagne,7164.0,Europe
Erlenbach,47.3044,8.5922,Switzerland,CHE,Zürich,5567.0,Europe
White Oak,40.3415,-79.8007,United States,USA,Pennsylvania,7441.0,North America
Rockton,42.45,-89.0629,United States,USA,Illinois,7441.0,North America
Tha Ruea,14.5596,100.7226,Thailand,THA,Phra Nakhon Si Ayutthaya,6979.0,Asia
Cheadle,53.3933,-2.2113,United Kingdom,GBR,Stockport,5698.0,Europe
Treuenbrietzen,52.0972,12.8711,Germany,DEU,Brandenburg,7405.0,Europe
Yūbari,43.0569,141.9739,Japan,JPN,Hokkaidō,7430.0,Asia
Gedern,50.4244,9.1997,Germany,DEU,Hesse,7342.0,Europe
Markelo,52.2342,6.4953,Netherlands,NLD,Overijssel,7272.0,Europe
Nyergesújfalu,47.7603,18.5567,Hungary,HUN,Komárom-Esztergom,7255.0,Europe
Lagnieu,45.9036,5.3492,France,FRA,Auvergne-Rhône-Alpes,7175.0,Europe
Geisenhausen,48.4667,12.25,Germany,DEU,Bavaria,7321.0,Europe
Holdorf,52.5883,8.1286,Germany,DEU,Lower Saxony,7305.0,Europe
Rhoose,51.3906,-3.3524,United Kingdom,GBR,"Vale of Glamorgan, The",6160.0,Europe
Ashland,40.7811,-76.3451,United States,USA,Pennsylvania,7437.0,North America
Muribeca,-10.4269,-36.9589,Brazil,BRA,Sergipe,7344.0,South America
Eibenstock,50.4956,12.5975,Germany,DEU,Saxony,7370.0,Europe
Bernkastel-Kues,49.9161,7.0694,Germany,DEU,Rhineland-Palatinate,7134.0,Europe
Bellegarde,43.7536,4.5144,France,FRA,Occitanie,7273.0,Europe
Arconate,45.5333,8.85,Italy,ITA,Lombardy,6645.0,Europe
Malmyzh,56.5167,50.6667,Russia,RUS,Kirovskaya Oblast’,7422.0,Europe
Leipheim,48.4489,10.2208,Germany,DEU,Bavaria,7209.0,Europe
Wingerworth,53.2033,-1.4347,United Kingdom,GBR,Derbyshire,6533.0,Europe
Florence,38.3836,-105.1114,United States,USA,Colorado,7433.0,North America
Coracora,-15.017,-73.7804,Peru,PER,Ayacucho,7420.0,South America
Sissach,47.4644,7.8106,Switzerland,CHE,Basel-Landschaft,6681.0,Europe
Old Town,44.9491,-68.7249,United States,USA,Maine,7431.0,North America
Edgerton,42.8385,-89.0699,United States,USA,Wisconsin,7431.0,North America
Lautern,49.7124,8.6928,Germany,DEU,Hesse,7196.0,Europe
New London,44.395,-88.7394,United States,USA,Wisconsin,7430.0,North America
Kuchl,47.6278,13.1472,Austria,AUT,Salzburg,7274.0,Europe
Shibecha,43.3033,144.6008,Japan,JPN,Hokkaidō,7422.0,Asia
Audun-le-Tiche,49.4733,5.9578,France,FRA,Grand Est,6976.0,Europe
Altendorf,47.1922,8.83,Switzerland,CHE,Schwyz,7081.0,Europe
Talayuela,39.9667,-5.6,Spain,ESP,Extremadura,7395.0,Europe
Stratham,43.0157,-70.9006,United States,USA,New Hampshire,7427.0,North America
Kingswood,51.2931,-0.2086,United Kingdom,GBR,Surrey,6891.0,Europe
Saint-Étienne-de-Montluc,47.2764,-1.7803,France,FRA,Pays de la Loire,7300.0,Europe
Oulad Cherki,32.3333,-7.75,Morocco,MAR,Marrakech-Safi,7399.0,Africa
Isyangulovo,52.1925,56.5803,Russia,RUS,Bashkortostan,7418.0,Europe
Emlichheim,52.6167,6.85,Germany,DEU,Lower Saxony,7276.0,Europe
Pfaffenhofen an der Roth,48.3547,10.1608,Germany,DEU,Bavaria,7256.0,Europe
Waldstetten,48.7667,9.8203,Germany,DEU,Baden-Württemberg,7100.0,Europe
Oued El Makhazine,34.9333,-5.85,Morocco,MAR,Rabat-Salé-Kénitra,7266.0,Africa
Shenfield,51.6297,0.3192,United Kingdom,GBR,Essex,5432.0,Europe
Kimberley,49.6697,-115.9775,Canada,CAN,British Columbia,7425.0,North America
Český Brod,50.0743,14.8609,Czechia,CZE,Středočeský Kraj,7066.0,Europe
Rufina,43.8167,11.4833,Italy,ITA,Tuscany,7266.0,Europe
Kargasok,59.0578,80.8711,Russia,RUS,Tomskaya Oblast’,7424.0,Europe
Weikersheim,49.4817,9.8992,Germany,DEU,Baden-Württemberg,7333.0,Europe
Laguna Carapã,-22.5458,-55.15,Brazil,BRA,Mato Grosso do Sul,7419.0,South America
Mutlangen,48.8228,9.7947,Germany,DEU,Baden-Württemberg,6664.0,Europe
North Bend,47.49,-121.7742,United States,USA,Washington,7423.0,North America
Norg,53.0661,6.4594,Netherlands,NLD,Drenthe,7270.0,Europe
Shenstone,52.637,-1.841,United Kingdom,GBR,Staffordshire,7359.0,Europe
Soave,45.4196,11.2459,Italy,ITA,Veneto,7108.0,Europe
Hiawatha,42.0547,-91.6911,United States,USA,Iowa,7420.0,North America
Mansôa,12.0667,-15.3167,Guinea-Bissau,GNB,Oio,7376.0,Africa
Sennori,40.7899,8.5952,Italy,ITA,Sardegna,7190.0,Europe
Collado Mediano,40.6939,-4.0231,Spain,ESP,Madrid,7105.0,Europe
Hubbard,41.1595,-80.5672,United States,USA,Ohio,7419.0,North America
River Rouge,42.2731,-83.1246,United States,USA,Michigan,7419.0,North America
Joviânia,-17.805,-49.6139,Brazil,BRA,Goiás,7402.0,South America
Kaplice,48.7386,14.4963,Czechia,CZE,Jihočeský Kraj,7241.0,Europe
Sandwich,41.6496,-88.6177,United States,USA,Illinois,7418.0,North America
Oebisfelde,52.4333,10.9833,Germany,DEU,Saxony-Anhalt,7341.0,Europe
Maripipi,11.7833,124.35,Philippines,PHL,Biliran,7159.0,Asia
Belen,34.7115,-106.7985,United States,USA,New Mexico,7416.0,North America
Kalsdorf bei Graz,46.9661,15.4817,Austria,AUT,Steiermark,6954.0,Europe
Marion,36.8389,-81.5135,United States,USA,Virginia,7414.0,North America
Inverness,28.8397,-82.3437,United States,USA,Florida,7414.0,North America
Waitara,-38.9958,174.2331,New Zealand,NZL,Taranaki,7270.0,Oceania
Elassóna,39.8947,22.1886,Greece,GRC,Thessalía,7338.0,Europe
Great Bookham,51.278,-0.373,United Kingdom,GBR,Surrey,5596.0,Europe
Cotati,38.3279,-122.7092,United States,USA,California,7410.0,North America
Wauseon,41.5532,-84.141,United States,USA,Ohio,7410.0,North America
Soltvadkert,46.5808,19.3936,Hungary,HUN,Bács-Kiskun,7342.0,Europe
Beauvechain,50.7833,4.7667,Belgium,BEL,Wallonia,7222.0,Europe
Cranves-Sales,46.1867,6.2914,France,FRA,Auvergne-Rhône-Alpes,6902.0,Europe
Atherton,-17.2658,145.478,Australia,AUS,Queensland,7331.0,Oceania
Ouro,-27.3408,-51.6178,Brazil,BRA,Santa Catarina,7372.0,South America
Inconfidentes,-22.3169,-46.3278,Brazil,BRA,Minas Gerais,7358.0,South America
Paulo Frontin,-26.04,-50.8358,Brazil,BRA,Paraná,7387.0,South America
Victoria,45.6466,24.7059,Romania,ROU,Braşov,7386.0,Europe
Cercedilla,40.7411,-4.0569,Spain,ESP,Madrid,7205.0,Europe
Mills River,35.3853,-82.5854,United States,USA,North Carolina,7406.0,North America
Salete,-26.98,-50.0,Brazil,BRA,Santa Catarina,7370.0,South America
Untermeitingen,48.1667,10.8,Germany,DEU,Bavaria,6958.0,Europe
Calverton,53.037,-1.083,United Kingdom,GBR,Nottinghamshire,7076.0,Europe
Saranac Lake,44.3245,-74.1314,United States,USA,New York,7404.0,North America
Rzhyshchiv,49.9611,31.0436,Ukraine,UKR,Kyyivs’ka Oblast’,7359.0,Europe
Sanibel,26.4534,-82.1023,United States,USA,Florida,7401.0,North America
Bou Iferda,32.3567,-5.835,Morocco,MAR,Béni Mellal-Khénifra,7391.0,Africa
Torrita di Siena,43.1667,11.7667,Italy,ITA,Tuscany,7276.0,Europe
Teyá,41.4986,2.3242,Spain,ESP,Catalonia,6427.0,Europe
Auvers-sur-Oise,49.0717,2.1742,France,FRA,Île-de-France,6860.0,Europe
Mezhova,48.2563,36.7313,Ukraine,UKR,Dnipropetrovs’ka Oblast’,7380.0,Europe
Farmington,36.037,-94.2537,United States,USA,Arkansas,7400.0,North America
Suonenjoki,62.625,27.1222,Finland,FIN,Pohjois-Savo,7390.0,Europe
Blandford-Blenheim,43.2333,-80.6,Canada,CAN,Ontario,7399.0,North America
Simacota,6.4431,-73.3375,Colombia,COL,Santander,7393.0,South America
Santa Terezinha,-10.47,-50.5028,Brazil,BRA,Mato Grosso,7397.0,South America
Soldotna,60.4862,-151.0672,United States,USA,Alaska,7398.0,North America
Simitli,41.8914,23.1117,Bulgaria,BGR,Blagoevgrad,7372.0,Europe
Pirdop,42.7,24.1833,Bulgaria,BGR,Sofia,7353.0,Europe
Trimbach,47.3636,7.9,Switzerland,CHE,Solothurn,6543.0,Europe
Dévaványa,47.03,20.9589,Hungary,HUN,Békés,7363.0,Europe
Andorra,40.9775,-0.4483,Spain,ESP,Aragon,7345.0,Europe
Port Jefferson Station,40.926,-73.0651,United States,USA,New York,7397.0,North America
Monsenhor Hipólito,-6.9958,-41.03,Brazil,BRA,Piauí,7391.0,South America
Old Lyme,41.32,-72.3034,United States,USA,Connecticut,7396.0,North America
Bayham,42.7333,-80.7833,Canada,CAN,Ontario,7396.0,North America
Ivolginsk,51.7492,107.2836,Russia,RUS,Buryatiya,7382.0,Europe
Tain-l’Hermitage,45.0706,4.8425,France,FRA,Auvergne-Rhône-Alpes,6131.0,Europe
Reiden,47.2431,7.9683,Switzerland,CHE,Luzern,7131.0,Europe
Greenville,31.8437,-86.6379,United States,USA,Alabama,7395.0,North America
Pătârlagele,45.3189,26.3597,Romania,ROU,Buzău,7304.0,Europe
Loos-en-Gohelle,50.4578,2.7933,France,FRA,Hauts-de-France,6855.0,Europe
Murr,48.9636,9.2589,Germany,DEU,Baden-Württemberg,6553.0,Europe
West Concord,42.4518,-71.4035,United States,USA,Massachusetts,7394.0,North America
New Bremen,40.4356,-84.3777,United States,USA,Ohio,7393.0,North America
Bétheny,49.2847,4.0569,France,FRA,Grand Est,7039.0,Europe
Neugersdorf,50.9789,14.6108,Germany,DEU,Saxony,6260.0,Europe
Mittenwald,47.4167,11.25,Germany,DEU,Bavaria,7336.0,Europe
Lignano Sabbiadoro,45.655,13.0931,Italy,ITA,Friuli-Venezia Giulia,6948.0,Europe
Buchrain,47.0953,8.3475,Switzerland,CHE,Luzern,6116.0,Europe
Mentor-on-the-Lake,41.7135,-81.365,United States,USA,Ohio,7390.0,North America
Saint-Christol-lez-Alès,44.0844,4.0769,France,FRA,Occitanie,7042.0,Europe
Aiquile,-18.1667,-65.1667,Bolivia,BOL,Cochabamba,7381.0,South America
Villa del Río,37.9833,-4.2833,Spain,ESP,Andalusia,7067.0,Europe
Waterloo,42.9156,-76.9123,United States,USA,New York,7388.0,North America
East Marlborough,39.8798,-75.7231,United States,USA,Pennsylvania,7388.0,North America
Arbaa Ayacha,35.383,-5.8333,Morocco,MAR,Tanger-Tétouan-Al Hoceïma,7335.0,Africa
Ancient Oaks,40.536,-75.5852,United States,USA,Pennsylvania,7387.0,North America
Tuncurry,-32.175,152.4989,Australia,AUS,New South Wales,6186.0,Oceania
Farr West,41.3015,-112.0318,United States,USA,Utah,7385.0,North America
Odry,49.6625,17.8309,Czechia,CZE,Moravskoslezský Kraj,7286.0,Europe
Morteau,47.0581,6.6061,France,FRA,Bourgogne-Franche-Comté,6894.0,Europe
Syanno,54.8,29.7,Belarus,BLR,Vitsyebskaya Voblasts’,7370.0,Europe
Homun,20.7386,-89.285,Mexico,MEX,Yucatán,6146.0,North America
